CZAS	TEMP_SONDA	TEMP_POMIESZCZENIE	TEMP_ESP32	REG_VL	REG_Alarm_1	REG_Alarm_2	REG_Alarm_3	REG_HMI_D1_ERROR	REG_HMI_D2_ERROR	pusty	REG_HMI_D3_ERROR	REG_MaxDS_1	REG_MinDS_1	REG_MaxDS_2	REG_MinDS_2	REG_MaxDS_3	REG_MinDS_3	REG_IleCzujnikow	REG_Alarm_VL	REG_IleDetali	REG_VLMaxPomiar	REG_VLMinPomiar	REG_MaxAnalowgowyOdczyt	REG_MaxOdczytFiltr	REG_PrzekroczenieWartosc	REG_MaxAlarm
19:15:37	2856	2593	3312	182	0	0	0	0	0	0	0	2856	2750	2593	2506	3312	2306	3	0	1	198	178	1648	13	72	0	
19:15:38	2856	2593	3312	182	0	0	0	0	0	0	0	2856	2750	2593	2506	3312	2306	3	0	1	198	178	1606	55	72	0	
19:15:39	2856	2593	3312	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3312	2306	3	0	1	198	178	1023	638	73	0	
19:15:40	2856	2593	3318	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3318	2306	3	0	1	198	178	1665	4	74	0	
19:15:41	2856	2593	3318	183	0	0	0	0	0	0	0	2856	2750	2593	2506	3318	2306	3	0	1	198	178	1217	444	75	0	
19:15:42	2856	2593	3318	185	0	0	0	0	0	0	0	2856	2750	2593	2506	3318	2306	3	0	1	198	178	1490	171	76	0	
19:15:43	2856	2587	3318	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3318	2306	3	0	1	198	178	1662	1	78	0	
19:15:44	2856	2593	3318	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3318	2306	3	0	1	198	178	1743	82	79	0	
19:15:45	2856	2593	3325	185	0	0	0	0	0	0	0	2856	2750	2593	2506	3325	2306	3	0	1	198	178	1515	146	80	0	
19:15:46	2856	2593	3325	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3325	2306	3	0	1	198	178	1818	157	80	0	
19:15:47	2856	2593	3331	185	0	0	0	0	0	0	0	2856	2750	2593	2506	3331	2306	3	0	1	198	178	0	1661	81	1	
19:15:48	2856	2593	3331	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3331	2306	3	0	1	198	178	1773	112	83	0	
19:15:49	2856	2587	3331	184	0	0	0	0	0	0	0	2856	2750	2593	2506	3331	2306	3	0	1	198	178	1734	73	84	0	
19:15:50	2856	2587	3331	185	0	0	0	0	0	0	0	2856	2750	2593	2506	3331	2306	3	0	1	198	178	1858	197	86	0	
19:15:51	2862	2593	3331	183	0	0	0	0	0	0	0	2862	2750	2593	2506	3331	2306	3	0	1	198	178	1593	68	86	0	
19:15:52	2856	2593	3331	183	0	0	0	0	0	0	0	2862	2750	2593	2506	3331	2306	3	0	1	198	178	0	1661	87	1	
19:15:53	2856	2593	3331	183	0	0	0	0	0	0	0	2862	2750	2593	2506	3337	2306	3	0	1	198	178	1455	206	88	0	
19:15:54	2856	2593	3337	184	0	0	0	0	0	0	0	2862	2750	2593	2506	3337	2306	3	0	1	198	178	1478	183	89	0	
19:15:55	2856	2593	3337	184	0	0	0	0	0	0	0	2862	2750	2593	2506	3337	2306	3	0	1	198	178	0	1661	90	1	
19:15:56	2856	2600	3337	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3337	2306	3	0	1	198	178	1667	6	91	0	
19:15:57	2862	2593	3337	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3337	2306	3	0	1	198	178	1600	61	91	0	
19:15:58	2862	2593	3337	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3337	2306	3	0	1	198	178	1617	44	92	0	
19:15:59	2856	2593	3337	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3337	2306	3	0	1	198	178	1739	78	93	0	
19:16:00	2862	2593	3343	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3343	2306	3	0	1	198	178	0	1661	94	1	
19:16:01	2862	2593	3343	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3343	2306	3	0	1	198	178	1603	58	95	0	
19:16:03	2856	2593	3343	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3343	2306	3	0	1	198	178	917	744	95	0	
19:16:04	2862	2600	3343	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3343	2306	3	0	1	198	178	1725	64	96	0	
19:16:05	2862	2593	3343	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3350	2306	3	0	1	198	178	2221	560	96	0	
19:16:06	2862	2593	3350	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3350	2306	3	0	1	198	178	599	1062	97	0	
19:16:07	2862	2593	3350	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3350	2306	3	0	1	198	178	1799	138	97	0	
19:16:08	2862	2593	3350	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3350	2306	3	0	1	198	178	1346	315	99	0	
19:16:09	2862	2593	3350	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3350	2306	3	0	1	198	178	1317	344	99	0	
19:16:10	2862	2593	3356	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3356	2306	3	0	1	198	178	1653	8	100	0	
19:16:11	2862	2593	3356	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3356	2306	3	0	1	198	178	1495	166	101	0	
19:16:12	2862	2593	3356	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3356	2306	3	0	1	198	178	1579	82	101	0	
19:16:13	2862	2593	3362	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3362	2306	3	0	1	198	178	1823	162	104	0	
19:16:14	2862	2593	3362	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3362	2306	3	0	1	198	178	240	1421	104	0	
19:16:15	2862	2593	3362	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3362	2306	3	0	1	198	178	1722	61	104	0	
19:16:16	2862	2593	3362	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3362	2306	3	0	1	198	178	511	1150	108	0	
19:16:17	2862	2593	3362	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1611	50	109	0	
19:16:18	2862	2593	3368	182	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1758	97	111	0	
19:16:19	2862	2593	3368	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1762	101	111	0	
19:16:20	2862	2593	3368	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1891	230	112	0	
19:16:21	2862	2593	3368	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1578	83	112	0	
19:16:22	2862	2593	3368	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3368	2306	3	0	1	198	178	1486	175	112	0	
19:16:23	2862	2600	3375	182	0	0	0	0	0	0	0	2862	2750	2600	2506	3375	2306	3	0	1	198	178	1659	2	113	0	
19:16:24	2862	2593	3375	182	0	0	0	0	0	0	0	2862	2750	2600	2506	3375	2306	3	0	1	198	178	1762	101	113	0	
19:16:25	2862	2593	3375	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3375	2306	3	0	1	198	178	1686	25	113	0	
19:16:26	2862	2593	3381	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3381	2306	3	0	1	198	178	1593	68	115	0	
19:16:27	2862	2600	3381	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3381	2306	3	0	1	198	178	0	1661	116	1	
19:16:28	2862	2600	3381	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3381	2306	3	0	1	198	178	1375	286	116	0	
19:16:29	2862	2593	3381	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3381	2306	3	0	1	198	178	1598	63	118	0	
19:16:31	2862	2600	3387	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3387	2306	3	0	1	198	178	1712	51	118	0	
19:16:32	2862	2600	3387	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3387	2306	3	0	1	198	178	1763	102	119	0	
19:16:33	2862	2593	3387	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3387	2306	3	0	1	198	178	339	1322	119	0	
19:16:34	2862	2593	3387	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3387	2306	3	0	1	198	178	961	700	120	0	
19:16:35	2862	2593	3393	182	0	0	0	0	0	0	0	2862	2750	2600	2506	3393	2306	3	0	1	198	178	1851	190	121	0	
19:16:36	2862	2593	3393	183	0	0	0	0	0	0	0	2862	2750	2600	2506	3393	2306	3	0	1	198	178	2063	402	122	0	
19:16:37	2862	2600	3393	184	0	0	0	0	0	0	0	2862	2750	2600	2506	3393	2306	3	0	1	198	178	1610	51	122	0	
19:16:38	2868	2600	3393	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3393	2306	3	0	1	198	178	1622	39	122	0	
19:16:39	2862	2600	3400	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3400	2306	3	0	1	198	178	1714	53	122	0	
19:16:40	2862	2600	3400	182	0	0	0	0	0	0	0	2868	2750	2600	2506	3400	2306	3	0	1	198	178	1619	42	122	0	
19:16:41	2868	2600	3400	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3400	2306	3	0	1	198	178	1767	106	123	0	
19:16:42	2862	2600	3406	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3406	2306	3	0	1	198	178	1717	56	123	0	
19:16:43	2862	2600	3406	182	0	0	0	0	0	0	0	2868	2750	2600	2506	3406	2306	3	0	1	198	178	1702	41	124	0	
19:16:44	2862	2600	3406	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3406	2306	3	0	1	198	178	1424	237	126	0	
19:16:45	2868	2600	3412	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3412	2306	3	0	1	198	178	1842	181	126	0	
19:16:46	2868	2593	3412	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3412	2306	3	0	1	198	178	0	1661	126	1	
19:16:47	2862	2600	3418	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3418	2306	3	0	1	198	178	1653	8	128	0	
19:16:48	2862	2600	3418	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3418	2306	3	0	1	198	178	1459	202	128	0	
19:16:49	2868	2600	3418	182	0	0	0	0	0	0	0	2868	2750	2600	2506	3418	2306	3	0	1	198	178	1757	96	128	0	
19:16:50	2868	2593	3425	185	0	0	0	0	0	0	0	2868	2750	2600	2506	3425	2306	3	0	1	198	178	1660	1	129	0	
19:16:51	2868	2600	3425	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3425	2306	3	0	1	198	178	1584	77	130	0	
19:16:52	2862	2600	3425	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3425	2306	3	0	1	198	178	1635	26	130	0	
19:16:53	2868	2600	3425	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3425	2306	3	0	1	198	178	1307	354	131	0	
19:16:54	2868	2600	3431	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3431	2306	3	0	1	198	178	1816	155	134	0	
19:16:55	2862	2600	3431	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3431	2306	3	0	1	198	178	1601	60	134	0	
19:16:56	2868	2593	3437	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	1553	108	134	0	
19:16:57	2868	2600	3437	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	1712	51	135	0	
19:16:58	2868	2600	3437	182	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	1907	246	136	0	
19:16:59	2868	2600	3437	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	1535	126	137	0	
19:17:00	2868	2593	3437	182	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	0	1661	139	1	
19:17:01	2868	2600	3437	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3437	2306	3	0	1	198	178	1603	58	140	0	
19:17:03	2868	2600	3443	184	0	0	0	0	0	0	0	2868	2750	2600	2506	3443	2306	3	0	1	198	178	0	1661	142	1	
19:17:04	2868	2600	3443	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3443	2306	3	0	1	198	178	1808	147	143	0	
19:17:05	2868	2600	3443	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3443	2306	3	0	1	198	178	1747	86	145	0	
19:17:06	2868	2600	3450	183	0	0	0	0	0	0	0	2868	2750	2600	2506	3450	2306	3	0	1	198	178	479	1182	145	0	
19:17:07	2868	2600	3450	185	0	0	0	0	0	0	0	2868	2750	2600	2506	3450	2306	3	0	1	198	178	1556	105	145	0	
19:17:08	2868	2606	3450	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3450	2306	3	0	1	198	178	2158	497	145	0	
19:17:09	2868	2600	3450	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3450	2306	3	0	1	198	178	0	1661	146	1	
19:17:10	2868	2593	3450	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3450	2306	3	0	1	198	178	1572	89	147	0	
19:17:11	2868	2600	3456	184	0	0	0	0	0	0	0	2868	2750	2606	2506	3456	2306	3	0	1	198	178	0	1661	148	1	
19:17:12	2868	2600	3456	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3456	2306	3	0	1	198	178	1018	643	149	0	
19:17:13	2868	2600	3456	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3456	2306	3	0	1	198	178	1798	137	149	0	
19:17:14	2868	2600	3456	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3456	2306	3	0	1	198	178	1713	52	150	0	
19:17:15	2868	2600	3462	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3462	2306	3	0	1	198	178	1695	34	150	0	
19:17:16	2868	2600	3462	182	0	0	0	0	0	0	0	2868	2750	2606	2506	3462	2306	3	0	1	198	178	511	1150	152	0	
19:17:17	2868	2600	3462	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3462	2306	3	0	1	198	178	1535	126	153	0	
19:17:18	2868	2600	3468	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3468	2306	3	0	1	198	178	1625	36	154	0	
19:17:19	2868	2600	3468	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3468	2306	3	0	1	198	178	2526	865	155	0	
19:17:20	2868	2600	3468	184	0	0	0	0	0	0	0	2868	2750	2606	2506	3468	2306	3	0	1	198	178	1623	38	157	0	
19:17:21	2868	2600	3468	183	0	0	0	0	0	0	0	2868	2750	2606	2506	3468	2306	3	0	1	198	178	1131	530	157	0	
19:17:22	2868	2600	3475	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3475	2306	3	0	1	198	178	1814	153	158	0	
19:17:23	2868	2600	3475	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3475	2306	3	0	1	198	178	1889	228	158	0	
19:17:24	2868	2600	3475	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3475	2306	3	0	1	198	178	614	1047	159	0	
19:17:25	2875	2600	3475	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3475	2306	3	0	1	198	178	1369	292	159	0	
19:17:26	2868	2600	3475	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3475	2306	3	0	1	198	178	4095	2434	161	0	
19:17:27	2868	2600	3475	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3481	2306	3	0	1	198	178	2003	342	161	0	
19:17:28	2875	2600	3481	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3481	2306	3	0	1	198	178	1730	69	162	0	
19:17:29	2875	2600	3481	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3481	2306	3	0	1	198	178	1671	10	162	0	
19:17:30	2868	2600	3481	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3481	2306	3	0	1	198	178	725	936	163	0	
19:17:31	2875	2600	3481	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3487	2306	3	0	1	198	178	1733	72	163	0	
19:17:33	2868	2606	3487	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3487	2306	3	0	1	198	178	1648	13	164	0	
19:17:34	2875	2600	3487	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3487	2306	3	0	1	198	178	1893	232	164	0	
19:17:35	2875	2600	3487	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3487	2306	3	0	1	198	178	1634	27	165	0	
19:17:36	2875	2600	3487	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3487	2306	3	0	1	198	178	1583	78	168	0	
19:17:37	2875	2600	3487	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3493	2306	3	0	1	198	178	54	1607	169	0	
19:17:38	2875	2600	3493	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3493	2306	3	0	1	198	178	1598	63	169	0	
19:17:39	2875	2600	3493	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3493	2306	3	0	1	198	178	1626	35	169	0	
19:17:40	2875	2600	3493	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3493	2306	3	0	1	198	178	1711	50	169	0	
19:17:41	2875	2600	3493	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3493	2306	3	0	1	198	178	1474	187	169	0	
19:17:42	2875	2600	3500	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3500	2306	3	0	1	198	178	1648	13	169	0	
19:17:43	2875	2600	3500	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3500	2306	3	0	1	198	178	1765	104	170	0	
19:17:44	2875	2600	3500	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3500	2306	3	0	1	198	178	1617	44	170	0	
19:17:45	2875	2600	3500	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3500	2306	3	0	1	198	178	1699	38	171	0	
19:17:46	2875	2600	3500	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3500	2306	3	0	1	198	178	31	1630	171	0	
19:17:47	2875	2600	3506	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3506	2306	3	0	1	198	178	1920	259	171	0	
19:17:48	2868	2600	3506	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3506	2306	3	0	1	198	178	1726	65	171	0	
19:17:49	2875	2600	3512	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3512	2306	3	0	1	198	178	1571	90	171	0	
19:17:50	2875	2600	3512	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3512	2306	3	0	1	198	178	1776	115	174	0	
19:17:51	2875	2606	3518	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3518	2306	3	0	1	198	178	1630	31	174	0	
19:17:52	2875	2606	3518	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3518	2306	3	0	1	198	178	1691	30	174	0	
19:17:53	2875	2606	3518	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3518	2306	3	0	1	198	178	0	1661	174	1	
19:17:54	2875	2606	3518	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3518	2306	3	0	1	198	178	1727	66	175	0	
19:17:55	2875	2606	3525	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3525	2306	3	0	1	198	178	1629	32	177	0	
19:17:56	2875	2600	3525	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3525	2306	3	0	1	198	178	1661	0	177	0	
19:17:57	2875	2606	3531	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3531	2306	3	0	1	198	178	1909	248	177	0	
19:17:58	2875	2606	3531	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3531	2306	3	0	1	198	178	1701	40	179	0	
19:17:59	2875	2600	3531	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3531	2306	3	0	1	198	178	1664	3	180	0	
19:18:00	2875	2606	3537	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3537	2306	3	0	1	198	178	1671	10	181	0	
19:18:01	2875	2606	3537	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3537	2306	3	0	1	198	178	1117	544	181	0	
19:18:03	2875	2606	3537	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3537	2306	3	0	1	198	178	0	1661	183	1	
19:18:04	2875	2600	3543	184	0	0	0	0	0	0	0	2875	2750	2606	2506	3543	2306	3	0	1	198	178	1959	298	184	0	
19:18:05	2875	2606	3543	182	0	0	0	0	0	0	0	2875	2750	2606	2506	3543	2306	3	0	1	198	178	1627	34	185	0	
19:18:06	2875	2606	3550	183	0	0	0	0	0	0	0	2875	2750	2606	2506	3550	2306	3	0	1	198	178	1535	126	186	0	
19:18:07	2881	2606	3550	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3550	2306	3	0	1	198	178	1627	34	187	0	
19:18:08	2875	2600	3550	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3550	2306	3	0	1	198	178	1535	126	187	0	
19:18:09	2881	2606	3550	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3550	2306	3	0	1	198	178	1841	180	187	0	
19:18:10	2875	2606	3556	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3556	2306	3	0	1	198	178	1685	24	188	0	
19:18:11	2875	2606	3556	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3556	2306	3	0	1	198	178	0	1661	189	1	
19:18:12	2875	2600	3562	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3562	2306	3	0	1	198	178	1878	217	190	0	
19:18:13	2875	2606	3562	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3562	2306	3	0	1	198	178	1498	163	191	0	
19:18:14	2875	2606	3568	185	0	0	0	0	0	0	0	2881	2750	2606	2506	3568	2306	3	0	1	198	178	1526	135	192	0	
19:18:15	2875	2606	3568	185	0	0	0	0	0	0	0	2881	2750	2606	2506	3568	2306	3	0	1	198	178	1597	64	192	0	
19:18:16	2875	2606	3568	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3568	2306	3	0	1	198	178	922	739	193	0	
19:18:17	2881	2606	3568	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3568	2306	3	0	1	198	178	1907	246	194	0	
19:18:18	2875	2600	3575	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3575	2306	3	0	1	198	178	0	1661	195	1	
19:18:19	2881	2606	3581	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3581	2306	3	0	1	198	178	1514	147	195	0	
19:18:20	2875	2606	3581	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3581	2306	3	0	1	198	178	1711	50	197	0	
19:18:21	2881	2606	3581	182	0	0	0	0	0	0	0	2881	2750	2606	2506	3581	2306	3	0	1	198	178	773	888	197	0	
19:18:22	2881	2606	3581	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3581	2306	3	0	1	198	178	1525	136	198	0	
19:18:23	2881	2606	3587	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3587	2306	3	0	1	198	178	1571	90	198	0	
19:18:24	2881	2606	3587	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3587	2306	3	0	1	198	178	1575	86	199	0	
19:18:25	2881	2606	3587	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3587	2306	3	0	1	198	178	1642	19	200	0	
19:18:26	2875	2606	3593	182	0	0	0	0	0	0	0	2881	2750	2606	2506	3593	2306	3	0	1	198	178	1473	188	200	0	
19:18:27	2881	2606	3593	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3593	2306	3	0	1	198	178	1779	118	200	0	
19:18:28	2881	2606	3593	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3593	2306	3	0	1	198	178	1863	202	201	0	
19:18:30	2881	2606	3600	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3600	2306	3	0	1	198	178	1666	5	201	0	
19:18:31	2881	2606	3600	182	0	0	0	0	0	0	0	2881	2750	2606	2506	3600	2306	3	0	1	198	178	1709	48	202	0	
19:18:32	2881	2606	3600	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3600	2306	3	0	1	198	178	1591	70	202	0	
19:18:33	2881	2606	3606	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3606	2306	3	0	1	198	178	0	1661	203	1	
19:18:34	2881	2606	3612	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3612	2306	3	0	1	198	178	1811	150	204	0	
19:18:35	2881	2606	3612	184	0	0	0	0	0	0	0	2881	2750	2606	2506	3612	2306	3	0	1	198	178	1878	217	205	0	
19:18:36	2881	2606	3612	181	0	0	0	0	0	0	0	2881	2750	2606	2506	3612	2306	3	0	1	198	178	1619	42	205	0	
19:18:37	2881	2606	3618	183	0	0	0	0	0	0	0	2881	2750	2606	2506	3618	2306	3	0	1	198	178	1559	102	207	0	
19:18:38	2881	2606	3618	182	0	0	0	0	0	0	0	2881	2750	2606	2506	3618	2306	3	0	1	198	178	1278	383	207	0	
19:18:39	2881	2612	3618	184	0	0	0	0	0	0	0	2881	2750	2612	2506	3618	2306	3	0	1	198	178	1648	13	208	0	
19:18:40	2881	2606	3625	184	0	0	0	0	0	0	0	2881	2750	2612	2506	3625	2306	3	0	1	198	178	380	1281	209	0	
19:18:41	2881	2612	3625	183	0	0	0	0	0	0	0	2881	2750	2612	2506	3625	2306	3	0	1	198	178	1623	38	209	0	
19:18:42	2881	2612	3625	183	0	0	0	0	0	0	0	2881	2750	2612	2506	3625	2306	3	0	1	198	178	1610	51	210	0	
19:18:43	2887	2606	3631	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3631	2306	3	0	1	198	178	1554	107	210	0	
19:18:44	2881	2612	3631	184	0	0	0	0	0	0	0	2887	2750	2612	2506	3631	2306	3	0	1	198	178	1525	136	211	0	
19:18:45	2881	2606	3637	182	0	0	0	0	0	0	0	2887	2750	2612	2506	3637	2306	3	0	1	198	178	0	1661	212	1	
19:18:46	2881	2606	3637	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3637	2306	3	0	1	198	178	1730	69	212	0	
19:18:47	2887	2606	3637	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3637	2306	3	0	1	198	178	1666	5	213	0	
19:18:48	2881	2606	3637	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3637	2306	3	0	1	198	178	1712	51	214	0	
19:18:49	2881	2606	3643	182	0	0	0	0	0	0	0	2887	2750	2612	2506	3643	2306	3	0	1	198	178	1679	18	216	0	
19:18:50	2881	2606	3643	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3643	2306	3	0	1	198	178	1609	52	217	0	
19:18:51	2881	2612	3650	182	0	0	0	0	0	0	0	2887	2750	2612	2506	3650	2306	3	0	1	198	178	1554	107	217	0	
19:18:52	2887	2606	3650	184	0	0	0	0	0	0	0	2887	2750	2612	2506	3650	2306	3	0	1	198	178	1876	215	218	0	
19:18:53	2881	2612	3650	184	0	0	0	0	0	0	0	2887	2750	2612	2506	3650	2306	3	0	1	198	178	1573	88	219	0	
19:18:54	2887	2606	3656	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3656	2306	3	0	1	198	178	1484	177	219	0	
19:18:55	2881	2606	3656	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3656	2306	3	0	1	198	178	1575	86	219	0	
19:18:56	2881	2612	3656	184	0	0	0	0	0	0	0	2887	2750	2612	2506	3656	2306	3	0	1	198	178	0	1661	219	1	
19:18:57	2881	2606	3662	182	0	0	0	0	0	0	0	2887	2750	2612	2506	3662	2306	3	0	1	198	178	1626	35	223	0	
19:18:59	2881	2612	3662	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3662	2306	3	0	1	198	178	1601	60	224	0	
19:19:00	2881	2606	3662	184	0	0	0	0	0	0	0	2887	2750	2612	2506	3668	2306	3	0	1	198	178	0	1661	225	1	
19:19:01	2881	2606	3668	183	0	0	0	0	0	0	0	2887	2750	2612	2506	3668	2306	3	0	1	198	178	1535	126	226	0	
